商品名稱或組群	類別	組群代碼	修正事項	公告期數
金屬製建築構件、金屬製建築材料	06	0602	修正備註：二、「金屬製梯子」、「金屬製梯凳」、「金屬製折合梯」、「乘客用可移動式金屬製舷側梯子」商品需檢索2024「非金屬梯子、非金屬折合梯」組群所有商品	41卷01期
金屬製梯凳	06	0602	新增	41卷01期
金屬製瓦	06	0602	新增	41卷01期
建築用金屬製磚	06	0602	新增	41卷01期
金屬製壁磚	06	0602	新增	41卷01期
火爐隔熱屏	06	0602	刪除	41卷01期
金屬製火爐圍欄	06	0602	新增	41卷01期
金屬鋪路板	06	0602	新增	41卷01期
非電動開窗器	06	060302	新增	41卷01期
非電動閉窗器	06	060302	新增	41卷01期
金屬線拉伸器	06	060303	刪除，移至「0804」	41卷01期
金屬製繩帶拉伸器	06	060303	刪除，移至「0804」	41卷01期
鐵箍用拉伸器	06	060303	刪除，移至「0804」	41卷01期
登山用金屬製岩釘	06	060303	刪除	41卷01期
金屬製岩釘	06	060303	新增	41卷01期
金屬製貯水槽	06	0621	新增	41卷01期
醫院用金屬製識別手環	06	0631	組群名稱修正為「金屬製識別手環」。修正備註：「金屬製識別手環」組群所有商品需檢索2036「非金屬製識別手環」組群所有商品	41卷01期
醫院用金屬製識別手環	06	0631	刪除	41卷01期
金屬製識別手環	06	0631	新增	41卷01期
普通金屬、普通金屬未製成器具之半製品	06	0601	修正備註：「槽鋼」、「型鋼」、「角鋼」、「鋼筋」、「竹節鋼筋」商品需檢索0602「金屬製建築構件、金屬製建築材料」組群所有商品	40卷01期
金屬製建築構件、金屬建築材料	06	0602	組群名稱修正為「金屬製建築構件、金屬製建築材料」。修正備註：一、「金屬製建築構件、金屬製建築材料」組群所有商品需檢索0601「普通金屬、普通金屬未製成器具之半製品」組群中之「槽鋼」、「型鋼」、「角鋼」、「鋼筋」、「竹節鋼筋」商品及060302「家具用金屬附件、門用金屬附件、窗用金屬附件」小類組、0624「金屬管、金屬製管接頭」組群、1708「保溫隔熱材料、隔音材料」組群、1901「非金屬建築材料、非金屬製預鑄建築物、非金屬製硬管（此標題涵義廣泛，不可列為商品名稱）」組群、202601「非金屬製家具用附件、非金屬製門用附件、非金屬製窗戶用附件」小類組所有商品	40卷01期
家具用金屬附件、門用金屬附件、窗用金屬附件	06	060302	修正備註：「家具用金屬附件、門用金屬附件、窗用金屬附件」小類組所有商品需檢索0602「金屬製建築構件、金屬製建築材料」組群、190101「非金屬建築材料（此標題涵義廣泛，不可列為商品名稱）」小類組、190104「非金屬製預鑄建築物」小類組、2032「窗簾軌、窗簾鉤、窗簾桿、非紡織品製窗簾圈」組群所有商品	40卷01期
金屬管、金屬製管接頭	06	0624	修正備註：「金屬管、金屬製管接頭」組群所有商品需檢索0602「金屬製建築構件、金屬製建築材料」組群、1713「非金屬製軟管、非金屬製管接頭」組群、190105「非金屬製硬管」小類組所有商品	40卷01期
架天線用金屬線	06	0601	刪除	39卷08期
旋轉柵門	06	0602	新增	39卷08期
金屬製門廊	06	0602	新增	39卷08期
金屬製涼亭	06	0602	新增	39卷08期
金屬門插銷	06	060302	新增	39卷08期
車輪等用銷	06	060303	刪除	39卷08期
開尾銷	06	060303	刪除	39卷08期
金屬開尾銷	06	060303	新增	39卷08期
保險箱、金庫	06	0604	刪除備註	39卷08期
金屬製存錢箱	06	0604	刪除，移至「2127」	39卷08期
金屬製存錢筒	06	0604	刪除，移至「2127」	39卷08期
金屬製撲滿	06	0604	刪除，移至「2127」	39卷08期
包裝用或捆綁用的金屬帶	06	0601	修正為「包裝用金屬帶」、「捆綁用金屬帶」	39卷01期
未加工及半加工的鑄鐵	06	0601	修正為「未加工鑄鐵」、「半加工鑄鐵」	39卷01期
銅焊及焊接用金屬棒	06	0601	修正為「銅焊用金屬棒」、「焊接用金屬棒」	39卷01期
鋁門窗	06	0602	修正為「鋁門」、「鋁窗」	39卷01期
中央暖氣系統設備用金屬製輸送管及配管	06	0624	修正為「中央暖氣系統設備用金屬製輸送管」、「中央暖氣系統設備用金屬配管」	39卷01期
普通金屬製美術品、普通金屬製鑄像	06	0607	修正備註：「普通金屬製美術品、普通金屬製鑄像」組群所有商品需檢索1905「石製雕像、石製美術品、混凝土製雕像、混凝土製美術品、大理石製雕像、大理石製美術品」組群、2002「木製美術品、塑膠製美術品、木製雕像、塑膠製雕像」組群、2107「水晶製裝飾品、玻璃製裝飾品、陶製裝飾品、瓷製裝飾品」組群所有商品	38卷06期
非電氣式金屬製鎖具	06	0623	修正備註：二、「金屬製鑰匙圈」、「金屬製鎖匙環」、「金屬製鑰匙鏈圈」商品需檢索1401「貴重金屬、貴重金屬合金、珠寶、首飾、寶石」組群中之「鑰匙圈（隨身之小飾物）」、「鑰匙圈之裝飾品」、「貴重金屬製鑰匙圈」商品	38卷06期
普通金屬及其未製成器具之半製品	06	0601	組群名稱修正為「普通金屬、普通金屬未製成器具之半製品」	38卷05期
普通金屬及其未製成器具之半製品	06	0601	修正為「普通金屬」、「普通金屬未製成器具之半製品」	38卷05期
普通金屬及其合金	06	0601	修正為「普通金屬」、「普通金屬合金」	38卷05期
未加工或半加工的普通金屬	06	0601	修正為「未加工普通金屬」、「半加工普通金屬」	38卷05期
未加工或半加工的黃銅	06	0601	修正為「未加工黃銅」、「半加工黃銅」	38卷05期
未加工或半加工的鉛	06	0601	修正為「未加工鉛」、「半加工鉛」	38卷05期
未加工或半加工的銅	06	0601	修正為「未加工銅」、「半加工銅」	38卷05期
未加工或半加工鋼	06	0601	修正為「未加工鋼」、「半加工鋼」	38卷05期
未加工或半加工的鐵	06	0601	修正為「未加工鐵」、「半加工鐵」	38卷05期
金屬薄板及平板	06	0601	修正為「金屬薄板」、「金屬平板」	38卷05期
金屬製建築構件、金屬建築材料	06	0602	修正備註：一、「金屬製建築構件、金屬建築材料」組群所有商品需檢索0601「普通金屬、普通金屬未製成器具之半製品」組群中之「槽鋼」、「型鋼」、「角鋼」、「鋼筋」、「竹節鋼筋」商品及060302「家具用金屬附件、門用金屬附件、窗用金屬附件」小類組、0624「金屬管、金屬製管接頭」組群、1708「保溫隔熱材料、隔音材料」組群、1901「非金屬建築材料、非金屬製預鑄建築物、非金屬製硬管（此標題涵義廣泛，不可列為商品名稱）」組群、202601「非金屬製家具用附件、非金屬製門用附件、非金屬製窗戶用附件」小類組所有商品	38卷05期
金屬製門窗	06	0602	修正為「金屬製門」、「金屬製窗」	38卷05期
鎳銀製建築及家具用附件	06	0602	修正為「鎳銀製建築附件」、「鎳銀製家具附件」	38卷05期
金屬製釘子、金屬製螺絲、家具及門窗用金屬附件、不屬別類之金屬五金零件	06	0603	組群名稱修正為「金屬製釘子、金屬製螺絲、家具用金屬附件、門用金屬附件、窗用金屬附件、不屬別類之金屬五金零件」。修正備註：「金屬製釘子、金屬製螺絲、家具用金屬附件、門用金屬附件、窗用金屬附件、不屬別類之金屬五金零件」組群所有商品需檢索2026「非金屬製家具用附件、非金屬製門用附件、非金屬製窗戶用附件、非金屬製釘、非金屬製螺絲、不屬別類之非金屬五金零件」組群所有商品	38卷05期
家具及門窗用金屬附件	06	060302	小類組名稱修正為「家具用金屬附件、門用金屬附件、窗用金屬附件」。修正備註：「家具用金屬附件、門用金屬附件、窗用金屬附件」小類組所有商品需檢索0602「金屬製建築構件、金屬建築材料」組群、190101「非金屬建築材料（此標題涵義廣泛，不可列為商品名稱）」小類組、190104「非金屬製預鑄建築物」小類組、2032「窗簾軌、窗簾鉤、窗簾桿、非紡織品製窗簾圈」組群所有商品	38卷05期
鎳銀製建築及家具用附件	06	060302	修正為「鎳銀製建築附件」、「鎳銀製家具附件」	38卷05期
家具及門窗用金屬附件	06	060302	修正為「家具用金屬附件」、「門用金屬附件」、「門用金屬附件」	38卷05期
金屬製墊圈、金屬製襯墊	06	0616	修正備註：「金屬製墊圈、金屬製襯墊」組群所有商品需檢索1714「橡膠製墊圈、塑膠製墊圈、橡膠製襯墊、塑膠製襯墊」組群所有商品	38卷05期
中央暖氣系統設備用金屬製輸送管及配管	06	0624	修正為「中央暖氣系統設備用金屬製輸送管」、「中央暖氣系統設備用金屬配管」	38卷05期
金屬製佈告板、金屬製指示牌	06	0625	修正備註：「金屬製佈告板、金屬製指示牌」組群所有商品需檢索1625「紙製廣告牌、紙製指示牌」組群、2033「木製佈告板、塑膠製佈告板、木製指示牌、塑膠製指示牌」組群、2128「玻璃製佈告板、陶製佈告板、玻璃製指示牌、瓷製指示牌」組群所有商品及2409「非紙製旗」組群中之「布製廣告牌」、「布製指示牌」商品	38卷05期
非打字用普通金屬製字母及數字	06	0625	修正為「非打字用普通金屬製字母」、「非打字用普通金屬製數字」	38卷05期
非機械零件之金屬製閥	06	0627	修正備註：「非機械零件之金屬製閥」組群所有商品需檢索0729「不屬別類之機械零件（此標題涵義廣泛，不可列為商品名稱）」組群中之「機器用閥」商品及0943「電氣機械器具（此標題涵義廣泛，不可列為商品名稱）」組群中之「電磁閥」商品及1129「給水用閥、氣體燃料管道用閥」組群、1725「橡膠製閥、硫化纖維製閥」組群、1909「非金屬及非塑膠製水管閥」組群、2034「非機器用非金屬製凡而、非機器用非金屬製閥」組群所有商品及1206「汽車、汽車零組件、機車、機車零組件」組群中之「排氣閥」商品	38卷05期
樓地板落水頭	06	060303	新增	37卷12期
電解鋁	06	0601	新增	37卷09期
金屬製落石防止網	06	0601	新增	37卷09期
金屬管、金屬製管接頭	06	0624	修正備註：「金屬管、金屬製管接頭」組群所有商品需檢索0602「金屬製建築構件、金屬建築材料」組群、1713「非金屬製軟管、非金屬製管接頭」組群、190105「非金屬製硬管」小類組所有商品	36卷23期
非機械零件之金屬製閥	06	0627	修正備註：「非機械零件之金屬製閥」組群所有商品需檢索0729「不屬別類之機械零件（此標題涵義廣泛，不可列為商品名稱）」組群中之「機器用閥」商品及0943「電氣機械器具（此標題涵義廣泛，不可列為商品名稱）」組群中之「電磁閥」商品及1129「給水用閥、氣體燃料管道用閥」組群、1725「橡膠或硫化纖維製閥」組群、1909「非金屬及非塑膠製水管閥」組群、2034「非機器用非金屬製凡而、非機器用非金屬製閥」組群所有商品及1206「汽車及其零組件、機車及其零組件」組群中之「排氣閥」商品	36卷23期
金屬粉末	06	0601	新增	36卷22期
銑鐵	06	0601	刪除	36卷22期
扁鐵	06	0601	刪除	36卷22期
鐵蕊	06	0601	刪除	36卷22期
冶金用鍛塊	06	0601	新增	36卷22期
鋼纜	06	0601	新增	36卷22期
鈷	06	0601	新增	36卷22期
未加工或半加工鋼	06	0601	新增	36卷22期
鍍錫鐵片	06	0601	新增	36卷22期
防磨用金屬	06	0601	修正為「防磨金屬」	36卷22期
金屬製板條	06	0601	新增	36卷22期
金屬製安全索	06	0601	新增	36卷22期
金屬製桿	06	0601	新增	36卷22期
鋼製桿	06	0601	新增	36卷22期
焊接及熔接用金屬棒	06	0601	修正為「銅焊及焊接用金屬棒」	36卷22期
銅焊合金	06	0601	新增	36卷22期
焊接用金屬棒	06	0601	新增	36卷22期
銅焊用金屬棒	06	0601	新增	36卷22期
裝卸用金屬吊索	06	0601	修正為「裝卸用金屬製吊索」	36卷22期
裝卸用金屬製吊帶	06	0601	新增	36卷22期
農業用金屬製綁線	06	0601	修正為「農業用金屬製捆綁線」	36卷22期
鍍銀白鐵	06	0601	修正為「鍍銀錫合金」	36卷22期
非電氣用纜索和金屬線	06	0601	刪除	36卷22期
包裝用鍍錫鐵片	06	0601	新增	36卷22期
金屬焊絲	06	0601	新增	36卷22期
金屬絲網	06	0601	新增	36卷22期
金屬絲織物	06	0601	修正為「金屬絲布」	36卷22期
非電氣用金屬製繩索	06	0601	修正為「非電氣用金屬製纜索」	36卷22期
架天線用金屬線	06	0601	新增	36卷22期
德銀	06	0601	新增	36卷22期
鎳銀	06	0601	新增	36卷22期
捆綁用金屬線	06	0601	新增	36卷22期
金屬製捆綁線	06	0601	新增	36卷22期
含金焊錫	06	0601	新增	36卷22期
含銀焊錫	06	0601	新增	36卷22期
鉿	06	0601	新增	36卷22期
金屬製門架	06	0602	修正為「金屬製門框架」	36卷22期
金屬製百葉窗	06	0602	修正為「金屬製戶外百葉窗」	36卷22期
金屬製百葉外窗	06	0602	新增	36卷22期
非自動式十字旋轉門	06	0602	修正為「非自動式旋轉門」	36卷22期
鋼製捲式百葉窗	06	0602	新增	36卷22期
混凝土用金屬製補強材料	06	0602	新增	36卷22期
欄杆用金屬桿	06	0602	新增	36卷22期
金屬製托樑	06	0602	新增	36卷22期
金屬製窗扇	06	0602	新增	36卷22期
金屬製煙囪通風井	06	0602	新增	36卷22期
金屬製階梯	06	0602	新增	36卷22期
金屬製遮泥踏板	06	0602	修正為「金屬製遮泥墊路板」	36卷22期
鞋底刮泥板	06	0602	新增	36卷22期
火爐隔熱屏	06	0602	新增	36卷22期
噴漆用金屬製隔間	06	0602	修正為「金屬製噴漆間」	36卷22期
火爐圍欄	06	0602	新增	36卷22期
金屬製禽鳥用洗浴台	06	0602	新增	36卷22期
金屬製板樁	06	0602	新增	36卷22期
金屬製建築物	06	0602	新增	36卷22期
金屬製柱	06	0602	新增	36卷22期
金屬製支柱	06	0602	新增	36卷22期
門楣用金屬製飾板	06	0602	新增	36卷22期
金屬製飛簷	06	0602	新增	36卷22期
金屬製煙囪頂帽	06	0602	新增	36卷22期
金屬製樓梯縱樑	06	0602	新增	36卷22期
建築用金屬製鋪蓋板材	06	0602	修正為「建築用金屬製包覆層」	36卷22期
裝卸用金屬製支撐柱	06	0602	新增	36卷22期
墓用金屬製圍欄	06	0602	新增	36卷22期
鋼製建築物	06	0602	新增	36卷22期
金屬製排水溝槽	06	0602	修正為「金屬製排水溝」	36卷22期
金屬製廣告圓柱	06	0602	修正為「金屬製廣告柱」	36卷22期
金屬製風力驅鳥器	06	0602	新增	36卷22期
建築用金屬架	06	0602	新增	36卷22期
鎳銀製建築及家具用附件	06	0602	新增	36卷22期
鎳銀製建築附件	06	0602	新增	36卷22期
金屬耐火建築材料	06	0602	新增	36卷22期
金屬製預鑄屋頂	06	060205	修正為「金屬製屋頂」	36卷22期
金屬建築材料	06	060206	修正為「金屬製建築材料」	36卷22期
電纜用金屬製夾緊螺釘	06	060301	修正為「纜繩用金屬製夾緊螺釘」	36卷22期
環首螺釘	06	060301	新增	36卷22期
家具及門窗用金屬附件	06	060302	修正備註：「家具及門窗用金屬附件」小類組所有商品需檢索0602「金屬製建築構件、金屬建築材料」組群、190101「非金屬建築材料（此標題涵義廣泛，不可列為商品名稱）」小類組、190104「非金屬製預鑄建築物」小類組、2032「窗簾軌、窗簾鉤、窗簾桿、非紡織品製窗簾圈」組群所有商品	36卷22期
拉門用金屬製滑軌	06	060302	新增	36卷22期
平開窗扉用栓	06	060302	修正為「窗扉用栓」	36卷22期
金屬製閂棒	06	060302	刪除	36卷22期
鎳銀製建築及家具用附件	06	060302	新增	36卷22期
金屬製窗用固定器	06	060302	新增	36卷22期
窗用鐵件	06	060302	新增	36卷22期
金屬製球形把手	06	060302	新增	36卷22期
金屬製旋鈕	06	060302	新增	36卷22期
門用鐵件	06	060302	新增	36卷22期
非機械式金屬製滑輪	06	060302	刪除，移至「060303」	36卷22期
金屬鏈	06	060303	新增	36卷22期
衣服掛鉤	06	060303	新增	36卷22期
金屬製攀登用冰爪	06	060303	新增	36卷22期
車輪等的銷	06	060303	修正為「車輪等用銷」	36卷22期
固定管道用金屬軸環	06	060303	修正為「固定管路用金屬軸環」	36卷22期
手杖用金屬箍環	06	060303	新增	36卷22期
